DATE,DATASET,WATERTEMP,AIRTEMP,FLOW,PRECIP,CLOUD,SUNSHINE,WIND
1989-10-10,TRAIN,11.5,15.3,92.0296647005355,0,50,600,4
1989-10-11,TRAIN,11.5,12.75,91.4633283023783,0,90,352,5.9
1989-10-12,TEST,11,12.5,92.0296647005355,0,90,96,3
1989-10-13,TRAIN,10.5,11.35,92.312832899614,0,85,517,2.5
1989-10-14,TRAIN,10,8.65,91.7464965014569,0,70,372,3.3
1989-10-15,TRAIN,9,3.9,92.312832899614,0,40,480,3.4
1989-10-16,TRAIN,8,2.2,94.0118420940855,0,60,594,2.1
1989-10-17,TRAIN,7,2.75,95.4276830894783,0,0,650,2
1989-10-18,TRAIN,6.5,6.4,95.7108512885569,0,0,639,1.5
1989-10-19,TRAIN,7,7.8,95.9940194876355,0,90,283,1.5
1989-10-20,TRAIN,8,11.95,96.8435240848712,0,100,295,2.2
1989-10-21,TRAIN,8,10.55,97.4098604830283,0,95,198,2.4
1989-10-22,TRAIN,8.5,12.2,98.259365080264,0,80,327,2.3
1989-10-23,TRAIN,9,11.1,99.1088696774997,0,95,198,3.4
1989-10-24,TEST,10,7.75,99.3920378765783,5.1,90,44,3.1
1989-10-25,TRAIN,9,5.85,105.338570057228,0,100,0,2.6
1989-10-26,TRAIN,8.5,5.25,109.302924844328,0,35,597,2.9
1989-10-27,TRAIN,7.5,5.3,114.683120626821,0.5,90,84,2.6
1989-10-28,TEST,6,0.25,120.346484608393,2.3,85,129,3.4
1989-10-29,TRAIN,4.5,0.3,124.027671196414,0,40,520,2.7
1989-10-30,TRAIN,5,2.75,122.611830201021,0,100,47,3.3
1989-10-31,TRAIN,4,-3.3,123.178166599178,1.3,65,248,3.6
1990-04-01,TRAIN,9.5,10,97.1266922839497,0,45,704,2.9
1990-04-02,TRAIN,11,12.5,101.657383469207,0,10,764,2.6
1990-04-03,TRAIN,11.5,12.75,103.356392663678,0,30,735,4.6
1990-04-04,TRAIN,11,5.25,119.496980011157,0,100,12,4.6
1990-04-05,TRAIN,9.5,3.6,133.089053566928,0.3,50,618,2.6
1990-04-06,TRAIN,8.5,5.55,131.390044372457,0,40,770,2.4
1990-04-07,TRAIN,9.5,9.75,125.726680390885,0,75,571,2.5
1990-04-08,TRAIN,10.5,7.8,121.195989205628,0,80,545,3.9
1990-04-09,TRAIN,9,-0.6,119.496980011157,0.5,100,275,5.1
1990-04-10,TRAIN,7.5,-2.5,119.780148210235,0.5,100,0,1.5
1990-04-11,TRAIN,7,5,116.94846621945,0,100,324,2
1990-04-12,TRAIN,8.5,6.65,114.116784228664,0.5,90,304,5.7
1990-04-13,TRAIN,9,7.2,115.249457024978,0,90,464,3.7
1990-04-14,TRAIN,10.5,10,115.532625224057,1,95,215,2.4
1990-04-15,TEST,11.5,11.65,124.594007594571,0,85,407,3.7
1990-04-16,TRAIN,11,5,131.390044372457,0,80,297,4.8
1990-04-17,TRAIN,10,8.05,137.336576553107,0,20,738,2.1
1990-04-18,TRAIN,11,12.2,139.318753946657,0,80,404,3.9
1990-04-19,TRAIN,12,12.2,142.150435937442,0,30,802,3
1990-04-20,TRAIN,13.5,13.9,149.512809113485,0,60,491,2.6
1990-04-21,TRAIN,14,13.6,158.291023284921,0,70,522,3.1
1990-04-22,TRAIN,13.5,12.8,166.219732859121,3,80,336,3.1
1990-04-23,TRAIN,13,12.25,170.750424044378,0.3,90,202,4.3
1990-04-24,TRAIN,12.5,10.55,188.590020586328,0,80,481,6.6
1990-04-25,TRAIN,11,8.05,186.891011391857,0.3,60,559,4.5
1990-04-26,TRAIN,10.5,6.7,174.148442433321,0,80,478,7.4
1990-04-27,TEST,9,3.35,161.689041673864,2.3,100,63,2.1
1990-04-28,TRAIN,8,0.85,153.760332099664,2.3,100,0,5.8
1990-04-29,TRAIN,5.5,1.65,150.928650108878,0,100,90,3.7
1990-04-30,TRAIN,6.5,3.3,144.69894972915,0,80,157,2.8
1990-05-01,TRAIN,8,5.85,137.336576553107,0,80,576,3
1990-05-02,TRAIN,10,9.15,132.239548969693,3,100,164,2.1
1990-05-03,TRAIN,11,9.45,128.558362381671,0,60,679,3.5
1990-05-04,TRAIN,13,14.45,122.328662001943,0,40,819,2.8
1990-05-05,TRAIN,14.5,14.75,115.815793423135,0,60,840,2.5
1990-05-06,TRAIN,15,16.1,110.435597640643,0,70,475,5.3
1990-05-07,TEST,13,6.95,118.647475413921,0,60,622,6.7
1990-05-08,TEST,10.5,4.15,125.726680390885,0,100,130,4.9
1990-05-09,TEST,10,5.85,122.611830201021,0,40,738,2.5
1990-05-10,TRAIN,11.5,7.5,114.683120626821,0,80,477,3.1
1990-05-11,TRAIN,12.5,10.25,107.603915649857,0,90,205,3.6
1990-05-12,TRAIN,12,10,102.223719867364,3.3,90,161,3.2
1990-05-13,TRAIN,12,9.15,100.807878871971,0.5,90,269,2.9
1990-05-14,TRAIN,12,7.25,103.356392663678,3,100,45,3.5
1990-05-15,TEST,11,5.8,111.285102237878,9.9,90,92,4.3
1990-05-16,TEST,9.5,8.9,119.496980011157,0,80,605,3
1990-05-17,TRAIN,11,9.7,113.833616029585,0.3,90,456,3
1990-05-18,TRAIN,13,11.1,109.302924844328,0,70,504,4.1
1990-05-19,TEST,13,9.15,106.471242853543,0,70,769,3.1
1990-05-20,TEST,13.5,11.1,105.05540185815,2.5,90,446,3.9
1990-05-21,TRAIN,13,10,106.471242853543,0,50,705,3.9
1990-05-22,TRAIN,13.5,13.05,102.790056265521,0,90,197,2.7
1990-05-23,TRAIN,14.5,14.75,102.223719867364,0,90,291,3.5
1990-05-24,TRAIN,14.5,11.15,110.718765839721,10.9,100,93,5.5
1990-05-25,TRAIN,11,7.25,140.168258543892,0,100,0,5.1
1990-05-26,TRAIN,10,11.65,150.6454819098,0,60,552,3.1
1990-05-27,TRAIN,13,14.7,147.247463520857,0,60,676,3.5
1990-05-28,TRAIN,15,15.85,147.247463520857,1.8,100,39,4.1
1990-05-29,TRAIN,14.5,15.8,158.291023284921,3.6,90,142,3
1990-05-30,TRAIN,14,14.45,183.209824803835,0,80,229,3.7
1990-05-31,TEST,14,11.4,211.243476512614,0.3,90,359,4
1990-06-01,TEST,12.5,8.3,234.746437036135,0,80,325,3.9
1990-06-02,TEST,12,10.25,245.223660402042,0,70,566,6.3
1990-06-03,TRAIN,11.5,11.95,235.595941633371,1.5,80,452,2.5
1990-06-04,TRAIN,13,12.8,219.172186086814,0,80,427,4.6
1990-06-05,TRAIN,13,12.5,191.138534378035,0,50,720,5
1990-06-06,TRAIN,14.5,14.45,178.679133618578,1,80,488,2.9
1990-06-07,TRAIN,15.5,13.35,180.37814281305,0.3,70,467,5.6
1990-06-08,TEST,14.5,13.85,182.643488405678,0,80,509,3.9
1990-06-09,TRAIN,16,19.45,190.855366178957,0,40,765,3.8
1990-06-10,TRAIN,17,16.1,197.368234757764,1.3,100,92,4.6
1990-06-11,TEST,14.5,12.2,252.869201777164,0,70,685,6.3
1990-06-12,TRAIN,13,12.5,334.138474912713,0,80,410,6.9
1990-06-13,TRAIN,13,11.95,317.148382967999,0,90,183,5.5
1990-06-14,TEST,12,7.8,249.754351587299,12.2,100,0,3.7
1990-06-15,TRAIN,12,11.95,244.657324003885,0.8,80,232,2.7
1990-06-16,TRAIN,14,13.05,239.277128221392,0,60,627,4.2
1990-06-17,TRAIN,14.5,14.45,236.162278031528,1.5,60,651,3.3
1990-06-18,TRAIN,15,16.7,227.667232059171,0,70,752,3.4
1990-06-19,TRAIN,15,18.05,227.100895661014,1.3,80,392,4.5
1990-06-20,TRAIN,15,17.25,227.384063860092,0,70,541,4.8
1990-06-21,TRAIN,16.5,16.4,220.588027082207,0,10,948,3.2
1990-06-22,TRAIN,17.5,20.25,219.738522484971,0,50,864,3.1
1990-06-23,TEST,18.5,23.9,218.605849688657,0,10,892,4.4
1990-06-24,TRAIN,19,23.6,220.588027082207,0,30,725,3.3
1990-06-25,TEST,19.5,23.85,234.746437036135,0,10,880,3
1990-06-26,TRAIN,20,24.7,238.144455425078,0,20,664,2.5
1990-06-27,TRAIN,20,21.35,221.437531679442,3.6,40,671,2.5
1990-06-28,TEST,19.5,20.55,195.386057364214,0,60,738,3.6
1990-06-29,TRAIN,20,21.65,186.041506794621,0,0,903,2.7
1990-06-30,TRAIN,21,25.3,163.954387266492,0,30,728,3
1990-07-01,TEST,20.5,26.4,148.66330451625,0,50,679,3.7
1990-07-02,TRAIN,20.5,23.05,139.318753946657,1,70,465,4.1
1990-07-03,TRAIN,20,16.65,138.469249349421,0,10,851,5.9
1990-07-04,TEST,19,16.95,134.7880627614,0,60,711,4
1990-07-05,TRAIN,19.5,21.4,127.992025983514,0,40,701,3.6
1990-07-06,TEST,21,21.35,111.851438636035,0,20,903,5
1990-07-07,TRAIN,20,19.2,101.657383469207,0,30,740,4.5
1990-07-08,TRAIN,20,20,92.312832899614,0,10,934,2.9
1990-07-09,TRAIN,21.5,23.9,86.6494689180426,0,30,887,3.7
1990-07-10,TRAIN,21.5,22.75,75.6059091539784,0,20,888,3.3
1990-07-11,TRAIN,22,23.6,70.2257133714855,0,0,933,3.2
1990-07-12,TRAIN,23,23.9,58.3326490101856,0,40,531,3
1990-07-13,TEST,22.5,24.45,52.6692850286142,0,60,555,3.1
1990-07-14,TRAIN,22,20,50.4039394359856,0,10,929,4.3
1990-07-15,TEST,22,23.05,50.4039394359856,0,30,907,3.7
1990-07-16,TEST,22.5,23.6,50.4039394359856,0,10,925,4.9
1990-07-17,TRAIN,22,23.05,47.5722574451999,0,0,922,4.5
1990-07-18,TEST,21.5,21.95,44.4574072553356,0,30,731,2.9
1990-07-19,TRAIN,21,19.45,41.3425570654713,0,20,896,5.2
1990-07-20,TRAIN,19.5,15.55,41.0593888663928,0,100,0,3.8
1990-07-21,TEST,19.5,18.1,39.6435478709999,0,40,689,3.3
1990-07-22,TRAIN,19,19.15,38.7940432737642,0,0,905,1.9
1990-07-23,TRAIN,20,20.55,38.7940432737642,0,90,516,3.4
1990-07-24,TRAIN,20,18.35,38.7940432737642,6.1,90,418,3.5
1990-07-25,TRAIN,19.5,18.9,43.8910708571785,2,70,401,4
1990-07-26,TRAIN,19.5,15.55,50.120771236907,1,100,28,3.8
1990-07-27,TRAIN,18.5,20,59.7484900055784,0,80,366,5.1
1990-07-28,TEST,19,18.9,58.3326490101856,0,50,545,3.3
1990-07-29,TRAIN,19.5,19.75,58.6158172092641,0,30,823,3.2
1990-07-30,TRAIN,21,21.7,59.4653218064998,0,20,787,3.2
1990-07-31,TEST,22,23.35,57.1999762138713,0,60,593,4.4
1990-08-01,TEST,21.5,21.1,60.8811628018927,0,30,785,3.5
1990-08-02,TEST,21.5,21.4,62.5801719963641,0,20,827,4.3
1990-08-03,TRAIN,21.5,20.55,58.3326490101856,0,10,873,3
1990-08-04,TRAIN,21.5,21.95,52.3861168295356,0,10,883,2.7
1990-08-05,TEST,22.5,23.6,49.5544348387499,0,50,781,3.2
1990-08-06,TRAIN,23,25.8,47.8554256442784,0,0,858,3.1
1990-08-07,TEST,23.5,26.4,46.7227528479642,0,30,838,3.6
1990-08-08,TEST,22.5,25,47.5722574451999,0,40,745,2.7
1990-08-09,TEST,22.5,23.9,45.5900800516499,0,100,98,3
1990-08-10,TRAIN,22,22.5,40.4930524682356,2,90,261,3
1990-08-11,TEST,21.5,19.15,43.6079026580999,0.5,100,155,2.1
1990-08-12,TRAIN,21,20.55,48.4217620424356,0,10,820,1.8
1990-08-13,TRAIN,21,22.75,49.8376030378284,2.5,30,687,2.1
1990-08-14,TRAIN,22.5,23.9,50.4039394359856,0,0,803,2.9
1990-08-15,TRAIN,23,24.2,49.5544348387499,0,40,693,3
1990-08-16,TEST,22.5,23.35,45.3069118525713,0,90,349,3.5
1990-08-17,TRAIN,22.5,19.75,46.156416449807,2.5,80,310,3.6
1990-08-18,TRAIN,22,19.45,47.5722574451999,4.8,40,547,3.1
1990-08-19,TEST,21,18.3,48.9880984405927,10.4,100,259,3.5
1990-08-20,TRAIN,19.5,18.05,56.067303417557,11.4,90,521,3.2
1990-08-21,TEST,19,17.75,65.6950221862284,0,60,599,3.9
1990-08-22,TRAIN,18.5,16.4,71.0752179687212,0,90,201,4
1990-08-23,TEST,18,17.5,73.3405635613498,0,50,544,3.6
1990-08-24,TRAIN,18.5,13.9,75.3227409548998,20.3,100,172,2.8
1990-08-25,TRAIN,17.5,14.7,77.0217501493712,10.2,100,89,2.4
1990-08-26,TRAIN,17,15,82.4019459318641,0.5,90,354,2.9
1990-08-27,TRAIN,17,18.35,86.0831325198855,0,60,581,2.5
1990-08-28,TRAIN,19,18.3,92.0296647005355,0,10,798,3.1
1990-08-29,TRAIN,19.5,19.45,92.5960010986926,0,50,768,2.9
1990-08-30,TRAIN,19.5,17.75,89.4811509088283,0,50,543,5.1
1990-08-31,TEST,18.5,15.55,86.6494689180426,0,0,753,3.1
1990-09-01,TEST,18.5,17.75,81.5524413346284,0,0,785,2.5
1990-09-02,TRAIN,19,19.45,78.4375911447641,2.5,60,680,2.9
1990-09-03,TRAIN,19,20.3,79.0039275429212,0,50,569,3.1
1990-09-04,TRAIN,19,20.55,80.7029367373926,0,90,670,3.5
1990-09-05,TRAIN,18.5,20.85,84.6672915244926,0,80,534,2.8
1990-09-06,TRAIN,19,21.95,82.1187777327855,0,0,775,3.4
1990-09-07,TEST,19.5,20.55,81.5524413346284,0,20,714,3
1990-09-08,TRAIN,19.5,20,78.4375911447641,0.3,40,616,2.9
1990-09-09,TRAIN,19,18.05,77.8712547466069,0,0,776,2.9
1990-09-10,TEST,18.5,20,76.1722455521355,0,0,773,2.7
1990-09-11,TEST,19,19.2,73.9068999595069,0,0,768,3
1990-09-12,TEST,18.5,21.1,70.2257133714855,0,30,755,3.7
1990-09-13,TRAIN,18,16.1,69.0930405751713,0,0,763,4.1
1990-09-14,TRAIN,17.5,15.8,65.6950221862284,0,10,760,3
1990-09-15,TRAIN,17,19.45,62.013835598207,0,0,704,4.2
1990-09-16,TEST,17.5,18.05,59.7484900055784,0,0,721,5.7
1990-09-17,TRAIN,17,15.55,59.7484900055784,0,60,660,4.1
1990-09-18,TRAIN,16.5,15.85,57.1999762138713,0,10,747,3.3
1990-09-19,TRAIN,16.5,17.5,58.049480811107,0,80,440,4.2
1990-09-20,TEST,15.5,15,56.067303417557,0,30,678,3
1990-09-21,TRAIN,15,13.85,56.9168080147927,0,10,737,2.4
1990-09-22,TRAIN,15.5,14.45,56.3504716166356,0,0,733,3
1990-09-23,TRAIN,15,16.35,54.3682942230856,0,0,730,2.3
1990-09-24,TRAIN,15.5,18.05,55.5009670193999,0,0,725,3.1
1990-09-25,TEST,16.5,18.65,51.8197804313784,0,20,681,2.2
1990-09-26,TEST,16.5,16.15,52.9524532276927,0,80,438,3
1990-09-27,TRAIN,16,14.45,56.6336398157141,0,0,717,2.6
1990-09-28,TRAIN,15.5,13.35,57.4831444129499,0,0,713,2.5
1990-09-29,TRAIN,14.5,12.8,58.049480811107,0,70,574,2.1
1990-09-30,TRAIN,14.5,15.55,59.4653218064998,0,20,698,2
1990-10-01,TRAIN,14,16.65,60.3148264037356,0,70,569,3.8
1990-10-02,TRAIN,13.5,8.05,61.1643310009713,0,60,476,6.6
1990-10-03,TRAIN,11.5,7.8,68.2435359779355,0,100,64,4.6
1990-10-04,TRAIN,10.5,17.8,84.9504597235712,0,70,485,5.8
1990-10-05,TRAIN,12,11.1,81.8356095337069,0.3,90,457,6.3
1990-10-06,TRAIN,10.5,2.5,83.2514505290998,0.5,70,373,2.9
1990-10-07,TEST,9,1.35,85.7999643208069,0,50,641,3.4
1990-10-08,TRAIN,8.5,6.4,88.9148145106712,0,60,546,5.1
1990-10-09,TRAIN,8,11.65,90.0474873069855,0,90,204,4.2
1990-10-10,TRAIN,8.5,6.65,92.312832899614,0,90,200,4.1
1990-10-11,TEST,7.5,2.5,92.312832899614,0,0,626,3.7
1990-10-12,TEST,7.5,8.35,92.8791692977712,0.3,80,329,6.8
1990-10-13,TRAIN,7,4.75,94.295010293164,0.3,70,500,5.7
1990-10-14,TEST,6.5,4.7,94.0118420940855,0,100,26,3.9
1990-10-15,TRAIN,6,5.85,95.4276830894783,0,90,269,2.5
1990-10-16,TEST,6.5,5,97.9761968811854,1.5,70,362,5.9
1990-10-17,TEST,6,3.05,99.1088696774997,0,40,600,5.7
1990-10-18,TRAIN,6,8.9,99.3920378765783,0,90,134,5.1
1990-10-19,TRAIN,6,5.3,102.506888066443,0,50,471,7.9
1990-10-20,TRAIN,6,2.75,103.356392663678,0,100,42,5.4
1990-10-21,TEST,5,5.3,103.639560862757,0,100,8,3
1990-10-22,TRAIN,5.5,7.25,104.772233659071,0,60,152,4.4
1990-10-23,TRAIN,6,5,105.338570057228,0,60,109,3.7
1990-10-24,TRAIN,6,5.8,105.904906455385,0,100,88,2.7
1990-10-25,TRAIN,6,12.75,106.754411052621,0,30,373,3
1990-10-26,TRAIN,7.5,7.75,107.887083848935,0,40,470,5.5
1990-10-27,TRAIN,7.5,5.3,107.0375792517,0,70,541,2.3
1990-10-28,TRAIN,7,10.3,107.0375792517,0,80,489,4.6
1990-10-29,TRAIN,8,8.05,106.188074654464,0,70,449,4.5
1990-10-30,TEST,8,10,107.0375792517,0,80,383,3.8
1990-10-31,TRAIN,8,9.75,107.0375792517,0,100,91,4.2
1991-04-01,TRAIN,9.5,10.6,75.0395727558212,0,50,635,2.1
1991-04-02,TEST,11,10.3,80.7029367373926,0.8,80,412,3.5
1991-04-03,TRAIN,10.5,8.65,85.5167961217284,0.5,80,686,4.4
1991-04-04,TRAIN,10,11.4,90.0474873069855,0,90,569,4.8
1991-04-05,TRAIN,10.5,13.6,93.4455056959283,0,100,297,5
1991-04-06,TEST,10,6.1,101.374215270128,0,90,308,5.7
1991-04-07,TEST,8,1.9,111.0019340388,0.5,90,286,2.6
1991-04-08,TRAIN,7,3.6,114.399952427743,0,70,688,5.1
1991-04-09,TEST,6.5,4.15,108.170252048014,0,100,362,4
1991-04-10,TRAIN,6.5,3.35,101.940551668285,0,90,572,5.3
1991-04-11,TRAIN,5.5,0.8,96.277187686714,6.6,100,0,6.2
1991-04-12,TRAIN,4.5,3.35,93.1623374968497,0,90,176,4.6
1991-04-13,TRAIN,4.5,4.45,90.0474873069855,0,80,407,2.7
1991-04-14,TEST,5.5,5,88.0653099134355,0,100,330,2.7
1991-04-15,TRAIN,6.5,4.75,86.9326371171212,0,70,292,3.6
1991-04-16,TRAIN,7.5,3.05,87.7821417143569,4.1,100,0,3.4
1991-04-17,TRAIN,6,3.1,89.7643191079069,4.6,100,0,3.6
1991-04-18,TRAIN,6,4.15,90.8969919042212,1.5,100,0,4.2
1991-04-19,TRAIN,7,7.75,92.312832899614,0,90,281,2.1
1991-04-20,TRAIN,9.5,8.35,90.3306555060641,0,10,798,2.2
1991-04-21,TEST,11.5,9.45,90.3306555060641,0,20,738,3
1991-04-22,TEST,12,10.55,95.1445148903998,0,20,753,1.8
1991-04-23,TRAIN,13,11.15,101.657383469207,0,60,669,3
1991-04-24,TEST,12.5,10.55,103.639560862757,0.3,90,102,3.4
1991-04-25,TEST,10.5,4.2,112.417775034193,0,100,95,3.5
1991-04-26,TRAIN,8.5,6.4,116.382129821293,0,70,592,8.4
1991-04-27,TRAIN,7.5,6.1,112.700943233271,0,100,79,10.6
1991-04-28,TRAIN,6.5,8.35,104.489065459993,0,80,391,9.6
1991-04-29,TRAIN,7.5,4.7,99.1088696774997,0.3,90,132,3.8
1991-04-30,TRAIN,9,6.1,90.0474873069855,0,60,647,3
1991-05-01,TRAIN,9.5,4.45,85.5167961217284,0,60,570,3.4
1991-05-02,TRAIN,9,3.05,83.5346187281784,0.5,100,0,4.3
1991-05-03,TEST,7,3.65,86.9326371171212,0.3,100,6,4.2
1991-05-04,TEST,7,5.6,87.2158053161998,0,90,230,2.8
1991-05-05,TRAIN,9,6.95,84.9504597235712,0,90,458,2.5
1991-05-06,TRAIN,11,13.35,82.1187777327855,0,80,363,4.1
1991-05-07,TRAIN,12,11.95,81.8356095337069,0,80,423,3.5
1991-05-08,TRAIN,13,12.75,84.6672915244926,0.3,100,4,4
1991-05-09,TEST,11.5,8.65,94.5781784922426,0,100,4,5.9
1991-05-10,TEST,9,8.3,116.098961622214,0.5,100,0,3.4
1991-05-11,TEST,8.5,10.3,129.407866978907,18.8,100,5,3.1
1991-05-12,TEST,10,10,152.910827502428,0,100,128,4.3
1991-05-13,TRAIN,11,13.6,151.778154706114,0,30,710,5.2
1991-05-14,TRAIN,12.5,12.8,151.778154706114,0,100,15,4.2
1991-05-15,TRAIN,12,13.85,165.936564660042,0,60,394,3.7
1991-05-16,TEST,13,13.9,178.3959654195,0,40,870,3.6
1991-05-17,TRAIN,14.5,15.8,189.156356984485,2.5,70,681,5.7
1991-05-18,TRAIN,15,12.25,219.172186086814,12.7,90,166,3.8
1991-05-19,TRAIN,12.5,12.5,264.762266138464,0,30,799,3
1991-05-20,TEST,13.5,14.7,308.653336995642,5.6,70,456,3.1
1991-05-21,TRAIN,14,13.85,328.475110931142,0,10,880,3.6
1991-05-22,TRAIN,14.5,16.4,328.475110931142,0,30,863,2.5
1991-05-23,TEST,15.5,16.65,308.653336995642,0,60,749,2.6
1991-05-24,TEST,15.5,18.05,314.316700977213,0,50,637,3.1
1991-05-25,TRAIN,15,12.75,382.27706875607,0.5,90,246,5.6
1991-05-26,TEST,13,11.65,419.088934636285,0,40,718,4.2
1991-05-27,TRAIN,12.5,10.85,430.415662599427,0,100,211,3.2
1991-05-28,TEST,12.5,11.1,390.772114728428,0.5,80,422,4.1
1991-05-29,TRAIN,13,11.4,342.633520885071,0.3,70,389,3.1
1991-05-30,TRAIN,13,10.85,317.148382967999,0,90,358,4.2
1991-05-31,TRAIN,13,15,311.485018986428,1,70,404,3.5
1991-06-01,TRAIN,13,15.6,291.663245050928,0,10,919,2.1
1991-06-02,TEST,15.5,18.6,285.999881069356,1,40,742,2.8
1991-06-03,TRAIN,16.5,17.75,302.989973014071,0,50,400,3.4
1991-06-04,TRAIN,15.5,13.9,336.970156903499,5.3,100,44,4.4
1991-06-05,TEST,13.5,11.4,402.09884269157,14,100,0,4.4
1991-06-06,TRAIN,13,13.6,529.524532276927,3.6,100,18,3.6
1991-06-07,TRAIN,14,15.85,614.474992000498,3.8,40,734,5.1
1991-06-08,TEST,14.5,14.15,642.791811908355,0,60,509,3.6
1991-06-09,TEST,15,15.8,645.623493899141,0,40,854,3.1
1991-06-10,TRAIN,16,18.85,639.96012991757,0,70,560,2.9
1991-06-11,TRAIN,16,17.8,569.168080147927,0,70,641,4.2
1991-06-12,TRAIN,15.5,16.4,540.85126024007,0,20,902,4
1991-06-13,TRAIN,15,14.15,540.85126024007,0,30,671,5.3
1991-06-14,TRAIN,14,12.2,492.712666396713,0,60,538,6
1991-06-15,TEST,13,14.75,416.257252645499,0,40,817,2.9
1991-06-16,TRAIN,14,13.3,345.465202875856,0,70,350,4.6
1991-06-17,TEST,14.5,13.6,308.653336995642,0,30,858,6.1
1991-06-18,TRAIN,14.5,13.6,276.655330499764,0,20,912,2.7
1991-06-19,TRAIN,15.5,14.15,249.188015189142,17.5,80,187,4.7
1991-06-20,TRAIN,16,14.75,246.073164999278,8.4,90,265,4.2
1991-06-21,TRAIN,16.5,15.6,243.524651207571,0.8,50,867,2.8
1991-06-22,TRAIN,17,15.85,242.675146610335,11.4,80,294,3.1
1991-06-23,TRAIN,15.5,14.45,237.861287225999,0,70,337,2.6
1991-06-24,TRAIN,15.5,13.85,232.764259642585,2,100,61,2.1
1991-06-25,TRAIN,15.5,16.1,224.552381869307,0,70,471,3.6
1991-06-26,TRAIN,15,14.7,206.146448929199,0.8,80,537,2.7
1991-06-27,TRAIN,15.5,16.65,191.421702577114,2.3,70,385,2.5
1991-06-28,TRAIN,16,17.8,184.625665799228,5.6,70,471,3.2
1991-06-29,TEST,16,16.9,180.37814281305,4.1,70,425,2.2
1991-06-30,TRAIN,15.5,16.15,183.209824803835,2.5,80,295,5.6
1991-07-01,TRAIN,15.5,17.5,185.475170396464,0,30,860,6
1991-07-02,TRAIN,17.5,18.35,182.077152007521,0,10,933,2.3
1991-07-03,TRAIN,19,21.7,178.112797220421,0,0,930,2.9
1991-07-04,TEST,20,22.8,166.5029010582,0,30,929,3.4
1991-07-05,TRAIN,20.5,22.5,158.574191484,0,0,929,3.5
1991-07-06,TEST,20,21.1,146.114790724542,0,0,930,6.2
1991-07-07,TRAIN,19,17.5,136.77024015495,0,40,694,3.4
1991-07-08,TEST,19.5,19.4,129.691035177985,0,0,928,3.7
1991-07-09,TRAIN,20,21.4,116.382129821293,4.1,20,815,2.3
1991-07-10,TEST,21,20.3,105.05540185815,0.8,20,785,4.5
1991-07-11,TEST,20.5,19.7,94.295010293164,0,0,923,3.3
1991-07-12,TRAIN,21,21.95,79.8534321401569,0,0,926,2.1
1991-07-13,TRAIN,22,23.9,72.7742271631927,0.8,60,499,2.5
1991-07-14,TRAIN,21,20.55,71.6415543668784,2.8,70,420,2.8
1991-07-15,TEST,20.5,21.95,75.0395727558212,0.5,20,808,2.6
1991-07-16,TRAIN,21.5,23.6,73.3405635613498,0,40,578,3.1
1991-07-17,TRAIN,21,22.5,65.978190385307,0,40,731,5.1
1991-07-18,TRAIN,20,19.15,60.8811628018927,0,20,907,4.8
1991-07-19,TRAIN,20.5,19.7,56.6336398157141,0,0,911,3.6
1991-07-20,TRAIN,20.5,22.75,53.8019578249284,0,0,904,2.6
1991-07-21,TRAIN,21.5,23.35,51.5366122322999,0,50,887,4.4
1991-07-22,TRAIN,21.5,21.95,49.5544348387499,0,10,894,3.9
1991-07-23,TRAIN,21,22.8,47.8554256442784,0,20,771,3.6
1991-07-24,TRAIN,22,23.05,47.0059210470427,0,20,855,3.5
1991-07-25,TRAIN,21.5,22.2,45.5900800516499,9.4,90,190,3.4
1991-07-26,TRAIN,21,20.85,46.156416449807,0,40,748,3.7
1991-07-27,TRAIN,20.5,20.6,47.2890892461213,0,0,889,4.2
1991-07-28,TRAIN,21.5,23.05,45.8732482507284,0,30,880,3.6
1991-07-29,TRAIN,21.5,24.45,45.3069118525713,0,10,875,3.5
1991-07-30,TRAIN,22,23.05,42.7583980608642,0,10,883,4.5
1991-07-31,TRAIN,22,23.05,41.3425570654713,0,40,764,3.2
1991-08-01,TEST,20,18.6,37.0950340792928,4.8,60,591,5.1
1991-08-02,TRAIN,20.5,18.35,37.0950340792928,0,10,849,3.1
1991-08-03,TRAIN,19.5,20.25,40.4930524682356,0,20,853,3
1991-08-04,TRAIN,20.5,22.8,39.9267160700785,0,30,846,2.8
1991-08-05,TRAIN,21.5,21.7,41.6257252645499,0,50,451,3
1991-08-06,TRAIN,20.5,23.6,43.6079026580999,0,60,506,3.4
1991-08-07,TRAIN,20,22.5,43.0415662599427,0,40,595,2.6
1991-08-08,TEST,20,25.85,41.6257252645499,0,10,841,2.9
1991-08-09,TEST,21,25.55,41.6257252645499,0,100,195,2.5
1991-08-10,TRAIN,21.5,26.4,39.9267160700785,0,50,408,3.4
1991-08-11,TRAIN,21.5,24.45,35.3960248848213,0,60,459,3.4
1991-08-12,TRAIN,20.5,23.05,34.5465202875856,0,40,640,4.3
1991-08-13,TRAIN,21,24.2,34.2633520885071,0,50,612,3.7
1991-08-14,TRAIN,21,22.75,33.4138474912713,0,30,719,3.4
1991-08-15,TRAIN,20.5,21.1,32.8475110931142,0,20,772,3.8
1991-08-16,TRAIN,20,20.55,32.2811746949571,0,0,832,2.7
1991-08-17,TRAIN,20,22.25,31.9980064958785,0,30,725,2.6
1991-08-18,TEST,20.5,23.05,33.1306792921928,0,10,811,2.3
