# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-15 12:49:49 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06054500 Missouri River at Toston MT
# -----------------------------------------------------------------------------------
#
# Data provided for site 06054500
#            TS   parameter     statistic     Description
#         80893       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         80894       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         80895       00010     00003     Temperature, water, degrees Celsius (Mean)
#         80896       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	80893_00010_00001	80893_00010_00001_cd	80894_00010_00002	80894_00010_00002_cd	80895_00010_00003	80895_00010_00003_cd	80896_00060_00003	80896_00060_00003_cd
USGS	06054500	1971-11-07							5760	A
USGS	06054500	1971-11-08							5720	A
USGS	06054500	1971-11-09							5740	A
USGS	06054500	1971-11-10							5710	A
USGS	06054500	1971-11-11							5700	A
USGS	06054500	1971-11-12							5700	A
USGS	06054500	1971-11-13							5720	A
USGS	06054500	1971-11-14							5780	A
USGS	06054500	1971-11-15							5740	A
USGS	06054500	1971-11-16							5760	A
USGS	06054500	1971-11-17							5780	A
USGS	06054500	1971-11-18							5680	A
USGS	06054500	1971-11-19							5600	A
USGS	06054500	1971-11-20							5640	A
USGS	06054500	1971-11-21							5640	A
USGS	06054500	1971-11-22							5660	A
USGS	06054500	1971-11-23							5610	A
USGS	06054500	1971-11-24							5510	A
USGS	06054500	1971-11-25							5510	A
USGS	06054500	1971-11-26							5500	A
USGS	06054500	1971-11-27							5540	A
USGS	06054500	1971-11-28							5580	A
USGS	06054500	1971-11-29							5540	A
USGS	06054500	1971-11-30							5530	A
USGS	06054500	1971-12-01							5410	A
USGS	06054500	1971-12-02							4540	A
USGS	06054500	1971-12-03							4100	A
USGS	06054500	1971-12-04							4470	A
USGS	06054500	1971-12-05							4440	A
USGS	06054500	1971-12-06							4690	A
USGS	06054500	1971-12-07							3790	A
USGS	06054500	1971-12-08							3370	A
USGS	06054500	1971-12-09							2800	A
USGS	06054500	1971-12-10							3010	A
USGS	06054500	1971-12-11							3290	A
USGS	06054500	1971-12-12							3410	A
USGS	06054500	1971-12-13							3790	A
USGS	06054500	1971-12-14							3840	A
USGS	06054500	1971-12-15							3920	A
USGS	06054500	1971-12-16							4110	A
USGS	06054500	1971-12-17							4150	A
USGS	06054500	1971-12-18							4590	A
USGS	06054500	1971-12-19							4710	A
USGS	06054500	1971-12-20							4670	A
USGS	06054500	1971-12-21							4570	A
USGS	06054500	1971-12-22							4650	A
USGS	06054500	1971-12-23							5050	A
USGS	06054500	1971-12-24							5030	A
USGS	06054500	1971-12-25							5070	A
USGS	06054500	1971-12-26							4350	A
USGS	06054500	1971-12-27							3330	A
USGS	06054500	1971-12-28							2800	A
USGS	06054500	1971-12-29							2500	A
USGS	06054500	1971-12-30							2700	A
USGS	06054500	1971-12-31							3810	A
USGS	06054500	1972-01-01							4570	A
USGS	06054500	1972-01-02							4670	A
USGS	06054500	1972-01-03							4480	A
USGS	06054500	1972-01-04							4530	A
USGS	06054500	1972-01-05							3670	A
USGS	06054500	1972-01-06							3490	A
USGS	06054500	1972-01-07							3910	A
USGS	06054500	1972-01-08							4280	A
USGS	06054500	1972-01-09							4380	A
USGS	06054500	1972-01-10							4420	A
USGS	06054500	1972-01-11							4350	A
USGS	06054500	1972-01-12							4300	A
USGS	06054500	1972-01-13							4000	A
USGS	06054500	1972-01-14							3700	A
USGS	06054500	1972-01-15							3770	A
USGS	06054500	1972-01-16							4400	A
USGS	06054500	1972-01-17							4460	A
USGS	06054500	1972-01-18							4440	A
USGS	06054500	1972-01-19							4520	A
USGS	06054500	1972-01-20							4530	A
USGS	06054500	1972-01-21							4810	A
USGS	06054500	1972-01-22							4910	A
USGS	06054500	1972-01-23							5010	A
USGS	06054500	1972-01-24							4400	A
USGS	06054500	1972-01-25							4000	A
USGS	06054500	1972-01-26							3500	A
USGS	06054500	1972-01-27							3000	A
USGS	06054500	1972-01-28							2600	A
USGS	06054500	1972-01-29							2700	A
USGS	06054500	1972-01-30							3260	A
USGS	06054500	1972-01-31							3790	A
USGS	06054500	1972-02-01							4240	A
USGS	06054500	1972-02-02							3950	A
USGS	06054500	1972-02-03							3530	A
USGS	06054500	1972-02-04							3740	A
USGS	06054500	1972-02-05							3870	A
USGS	06054500	1972-02-06							4060	A
USGS	06054500	1972-02-07							4350	A
USGS	06054500	1972-02-08							4510	A
USGS	06054500	1972-02-09							4520	A
USGS	06054500	1972-02-10							4340	A
USGS	06054500	1972-02-11							4210	A
USGS	06054500	1972-02-12							4200	A
USGS	06054500	1972-02-13							4300	A
USGS	06054500	1972-02-14							4310	A
USGS	06054500	1972-02-15							4280	A
USGS	06054500	1972-02-16							4460	A
USGS	06054500	1972-02-17							4710	A
USGS	06054500	1972-02-18							4670	A
USGS	06054500	1972-02-19							4920	A
USGS	06054500	1972-02-20							5230	A
USGS	06054500	1972-02-21							5370	A
USGS	06054500	1972-02-22							5320	A
USGS	06054500	1972-02-23							4990	A
USGS	06054500	1972-02-24							4830	A
USGS	06054500	1972-02-25							4690	A
USGS	06054500	1972-02-26							4530	A
USGS	06054500	1972-02-27							4700	A
USGS	06054500	1972-02-28							5270	A
USGS	06054500	1972-02-29							5630	A
USGS	06054500	1972-03-01							5420	A
USGS	06054500	1972-03-02							5010	A
USGS	06054500	1972-03-03							4790	A
USGS	06054500	1972-03-04							4640	A
USGS	06054500	1972-03-05							4630	A
USGS	06054500	1972-03-06							4790	A
USGS	06054500	1972-03-07							4910	A
USGS	06054500	1972-03-08							5030	A
USGS	06054500	1972-03-09							4800	A
USGS	06054500	1972-03-10							4600	A
USGS	06054500	1972-03-11							4800	A
USGS	06054500	1972-03-12							5200	A
USGS	06054500	1972-03-13							5400	A
USGS	06054500	1972-03-14							5200	A
USGS	06054500	1972-03-15							5000	A
USGS	06054500	1972-03-16							5200	A
USGS	06054500	1972-03-17							5400	A
USGS	06054500	1972-03-18							5200	A
USGS	06054500	1972-03-19							6200	A
USGS	06054500	1972-03-20							6000	A
USGS	06054500	1972-03-21							5800	A
USGS	06054500	1972-03-22							5800	A
USGS	06054500	1972-03-23							5800	A
USGS	06054500	1972-03-24							6000	A
USGS	06054500	1972-03-25							5600	A
USGS	06054500	1972-03-26							5600	A
USGS	06054500	1972-03-27							6400	A
USGS	06054500	1972-03-28							5800	A
USGS	06054500	1972-03-29							5900	A
USGS	06054500	1972-03-30							5920	A
USGS	06054500	1972-03-31							6070	A
USGS	06054500	1972-04-01							6220	A
USGS	06054500	1972-04-02							6300	A
USGS	06054500	1972-04-03							6370	A
USGS	06054500	1972-04-04							6560	A
USGS	06054500	1972-04-05							6660	A
USGS	06054500	1972-04-06							6140	A
USGS	06054500	1972-04-07							6120	A
USGS	06054500	1972-04-08							7120	A
USGS	06054500	1972-04-09							7200	A
USGS	06054500	1972-04-10							7030	A
USGS	06054500	1972-04-11							7540	A
USGS	06054500	1972-04-12							7620	A
USGS	06054500	1972-04-13							7730	A
USGS	06054500	1972-04-14							7420	A
USGS	06054500	1972-04-15							6870	A
USGS	06054500	1972-04-16							6580	A
USGS	06054500	1972-04-17							6690	A
USGS	06054500	1972-04-18							6450	A
USGS	06054500	1972-04-19							6450	A
USGS	06054500	1972-04-20							5880	A
USGS	06054500	1972-04-21							5830	A
USGS	06054500	1972-04-22							6220	A
USGS	06054500	1972-04-23							6300	A
USGS	06054500	1972-04-24							6350	A
USGS	06054500	1972-04-25							6500	A
USGS	06054500	1972-04-26							6660	A
USGS	06054500	1972-04-27							6890	A
USGS	06054500	1972-04-28							6710	A
USGS	06054500	1972-04-29							6760	A
USGS	06054500	1972-04-30							7420	A
USGS	06054500	1972-05-01							8040	A
USGS	06054500	1972-05-02							7590	A
USGS	06054500	1972-05-03							7060	A
USGS	06054500	1972-05-04							6500	A
USGS	06054500	1972-05-05							6480	A
USGS	06054500	1972-05-06							6220	A
USGS	06054500	1972-05-07							6450	A
USGS	06054500	1972-05-08							6690	A
USGS	06054500	1972-05-09							6870	A
USGS	06054500	1972-05-10							7060	A
USGS	06054500	1972-05-11							7450	A
USGS	06054500	1972-05-12							7060	A
USGS	06054500	1972-05-13							6240	A
USGS	06054500	1972-05-14							6270	A
USGS	06054500	1972-05-15							6760	A
USGS	06054500	1972-05-16							7700	A
USGS	06054500	1972-05-17							9210	A
USGS	06054500	1972-05-18							11000	A
USGS	06054500	1972-05-19							12200	A
USGS	06054500	1972-05-20							12900	A
USGS	06054500	1972-05-21							13200	A
USGS	06054500	1972-05-22							13400	A
USGS	06054500	1972-05-23							13600	A
USGS	06054500	1972-05-24							13100	A
USGS	06054500	1972-05-25							12600	A
USGS	06054500	1972-05-26							11600	A
USGS	06054500	1972-05-27							10700	A
USGS	06054500	1972-05-28							10300	A
USGS	06054500	1972-05-29							10500	A
USGS	06054500	1972-05-30							11700	A
USGS	06054500	1972-05-31							13100	A
USGS	06054500	1972-06-01							15500	A
USGS	06054500	1972-06-02							17200	A
USGS	06054500	1972-06-03							18900	A
USGS	06054500	1972-06-04							20500	A
USGS	06054500	1972-06-05							21500	A
USGS	06054500	1972-06-06							21900	A
USGS	06054500	1972-06-07							22000	A
USGS	06054500	1972-06-08							22400	A
USGS	06054500	1972-06-09							22200	A
USGS	06054500	1972-06-10							21700	A
USGS	06054500	1972-06-11							21500	A
USGS	06054500	1972-06-12							21500	A
USGS	06054500	1972-06-13							21300	A
USGS	06054500	1972-06-14							19500	A
USGS	06054500	1972-06-15							16400	A
USGS	06054500	1972-06-16							14300	A
USGS	06054500	1972-06-17							13300	A
USGS	06054500	1972-06-18							13200	A
USGS	06054500	1972-06-19							13300	A
USGS	06054500	1972-06-20							12900	A
USGS	06054500	1972-06-21							12200	A
USGS	06054500	1972-06-22							11300	A
USGS	06054500	1972-06-23							10700	A
USGS	06054500	1972-06-24							11100	A
USGS	06054500	1972-06-25							12000	A
USGS	06054500	1972-06-26							12100	A
USGS	06054500	1972-06-27							11800	A
USGS	06054500	1972-06-28							10900	A
USGS	06054500	1972-06-29							10000	A
USGS	06054500	1972-06-30							9200	A
USGS	06054500	1972-07-01							8710	A
USGS	06054500	1972-07-02							8350	A
USGS	06054500	1972-07-03							7920	A
USGS	06054500	1972-07-04							7530	A
USGS	06054500	1972-07-05							6960	A
USGS	06054500	1972-07-06							6630	A
USGS	06054500	1972-07-07							6090	A
USGS	06054500	1972-07-08							5840	A
USGS	06054500	1972-07-09							5470	A
USGS	06054500	1972-07-10							5200	A
USGS	06054500	1972-07-11							4890	A
USGS	06054500	1972-07-12							4710	A
USGS	06054500	1972-07-13							4420	A
USGS	06054500	1972-07-14							4020	A
USGS	06054500	1972-07-15							3750	A
USGS	06054500	1972-07-16							3550	A
USGS	06054500	1972-07-17							3440	A
USGS	06054500	1972-07-18							3440	A
USGS	06054500	1972-07-19							3530	A
USGS	06054500	1972-07-20							3470	A
USGS	06054500	1972-07-21							3590	A
USGS	06054500	1972-07-22							3990	A
USGS	06054500	1972-07-23							4190	A
USGS	06054500	1972-07-24							4150	A
USGS	06054500	1972-07-25							4070	A
USGS	06054500	1972-07-26							3900	A
USGS	06054500	1972-07-27							3720	A
USGS	06054500	1972-07-28							3620	A
USGS	06054500	1972-07-29							3520	A
USGS	06054500	1972-07-30							3340	A
USGS	06054500	1972-07-31							3260	A
USGS	06054500	1972-08-01							3220	A
USGS	06054500	1972-08-02							3190	A
USGS	06054500	1972-08-03							3120	A
USGS	06054500	1972-08-04							3110	A
USGS	06054500	1972-08-05							2880	A
USGS	06054500	1972-08-06							2950	A
USGS	06054500	1972-08-07							2880	A
USGS	06054500	1972-08-08							2610	A
USGS	06054500	1972-08-09							2620	A
USGS	06054500	1972-08-10							2430	A
USGS	06054500	1972-08-11							2080	A
USGS	06054500	1972-08-12							1980	A
USGS	06054500	1972-08-13							1970	A
USGS	06054500	1972-08-14							2110	A
USGS	06054500	1972-08-15							2480	A
USGS	06054500	1972-08-16							2870	A
USGS	06054500	1972-08-17							2950	A
USGS	06054500	1972-08-18							3030	A
USGS	06054500	1972-08-19							3490	A
USGS	06054500	1972-08-20							3790	A
USGS	06054500	1972-08-21							3800	A
USGS	06054500	1972-08-22							3780	A
USGS	06054500	1972-08-23							3740	A
USGS	06054500	1972-08-24							3670	A
USGS	06054500	1972-08-25							3620	A
USGS	06054500	1972-08-26							3590	A
USGS	06054500	1972-08-27							3510	A
USGS	06054500	1972-08-28							3500	A
USGS	06054500	1972-08-29							3400	A
USGS	06054500	1972-08-30							3400	A
USGS	06054500	1972-08-31							3400	A
USGS	06054500	1972-09-01							3400	A
USGS	06054500	1972-09-02							3280	A
USGS	06054500	1972-09-03							3270	A
USGS	06054500	1972-09-04							3290	A
USGS	06054500	1972-09-05							3270	A
USGS	06054500	1972-09-06							3260	A
USGS	06054500	1972-09-07							3340	A
USGS	06054500	1972-09-08							3390	A
USGS	06054500	1972-09-09							3310	A
USGS	06054500	1972-09-10							3310	A
USGS	06054500	1972-09-11							3360	A
USGS	06054500	1972-09-12							3520	A
USGS	06054500	1972-09-13							3910	A
USGS	06054500	1972-09-14							4160	A
USGS	06054500	1972-09-15							4230	A
USGS	06054500	1972-09-16							4180	A
USGS	06054500	1972-09-17							4080	A
USGS	06054500	1972-09-18							4020	A
USGS	06054500	1972-09-19							4070	A
USGS	06054500	1972-09-20							3700	A
USGS	06054500	1972-09-21							3610	A
USGS	06054500	1972-09-22							3510	A
USGS	06054500	1972-09-23							3750	A
USGS	06054500	1972-09-24							5070	A
USGS	06054500	1972-09-25							5030	A
USGS	06054500	1972-09-26							4870	A
USGS	06054500	1972-09-27							4980	A
USGS	06054500	1972-09-28							5730	A
USGS	06054500	1972-09-29							5860	A
USGS	06054500	1972-09-30							5900	A
USGS	06054500	1972-10-01							5620	A
USGS	06054500	1972-10-02							5340	A
USGS	06054500	1972-10-03							5140	A
USGS	06054500	1972-10-04							5010	A
USGS	06054500	1972-10-05							5030	A
USGS	06054500	1972-10-06							4990	A
USGS	06054500	1972-10-07							5030	A
USGS	06054500	1972-10-08							4260	A
USGS	06054500	1972-10-09							4880	A
USGS	06054500	1972-10-10							5540	A
USGS	06054500	1972-10-11							5400	A
USGS	06054500	1972-10-12							5490	A
USGS	06054500	1972-10-13							5490	A
USGS	06054500	1972-10-14							5710	A
USGS	06054500	1972-10-15							5900	A
USGS	06054500	1972-10-16							6280	A
USGS	06054500	1972-10-17							6330	A
USGS	06054500	1972-10-18							6160	A
USGS	06054500	1972-10-19							6260	A
USGS	06054500	1972-10-20							6260	A
USGS	06054500	1972-10-21							6090	A
USGS	06054500	1972-10-22							6060	A
USGS	06054500	1972-10-23							6090	A
USGS	06054500	1972-10-24							6330	A
USGS	06054500	1972-10-25							6400	A
USGS	06054500	1972-10-26							6350	A
USGS	06054500	1972-10-27							6380	A
USGS	06054500	1972-10-28							6380	A
USGS	06054500	1972-10-29							6300	A
USGS	06054500	1972-10-30							6160	A
USGS	06054500	1972-10-31							6020	A
USGS	06054500	1972-11-01							6040	A
USGS	06054500	1972-11-02							6210	A
USGS	06054500	1972-11-03							6350	A
USGS	06054500	1972-11-04							6470	A
USGS	06054500	1972-11-05							6570	A
USGS	06054500	1972-11-06							6700	A
USGS	06054500	1972-11-07							6650	A
USGS	06054500	1972-11-08							6550	A
USGS	06054500	1972-11-09							6450	A
USGS	06054500	1972-11-10							6450	A
USGS	06054500	1972-11-11							6380	A
USGS	06054500	1972-11-12							6300	A
USGS	06054500	1972-11-13							6300	A
USGS	06054500	1972-11-14							6330	A
USGS	06054500	1972-11-15							6350	A
USGS	06054500	1972-11-16							6330	A
USGS	06054500	1972-11-17							6400	A
USGS	06054500	1972-11-18							6450	A
USGS	06054500	1972-11-19							6420	A
USGS	06054500	1972-11-20							6350	A
USGS	06054500	1972-11-21							6280	A
USGS	06054500	1972-11-22							6140	A
USGS	06054500	1972-11-23							5820	A
USGS	06054500	1972-11-24							5580	A
USGS	06054500	1972-11-25							4860	A
USGS	06054500	1972-11-26							4770	A
USGS	06054500	1972-11-27							4790	A
USGS	06054500	1972-11-28							4630	A
USGS	06054500	1972-11-29							4580	A
USGS	06054500	1972-11-30							4650	A
USGS	06054500	1972-12-01							4840	A
USGS	06054500	1972-12-02							4840	A
USGS	06054500	1972-12-03							4240	A
USGS	06054500	1972-12-04							2490	A
USGS	06054500	1972-12-05							1790	A
USGS	06054500	1972-12-06							1630	A
USGS	06054500	1972-12-07							1600	A
USGS	06054500	1972-12-08							1600	A
USGS	06054500	1972-12-09							1500	A
USGS	06054500	1972-12-10							1450	A
USGS	06054500	1972-12-11							2000	A
USGS	06054500	1972-12-12							2700	A
USGS	06054500	1972-12-13							3450	A
USGS	06054500	1972-12-14							3240	A
USGS	06054500	1972-12-15							3410	A
USGS	06054500	1972-12-16							3590	A
USGS	06054500	1972-12-17							3900	A
USGS	06054500	1972-12-18							4080	A
USGS	06054500	1972-12-19							4220	A
USGS	06054500	1972-12-20							4520	A
USGS	06054500	1972-12-21							4790	A
USGS	06054500	1972-12-22							5050	A
USGS	06054500	1972-12-23							5100	A
USGS	06054500	1972-12-24							5230	A
USGS	06054500	1972-12-25							4960	A
USGS	06054500	1972-12-26							4840	A
USGS	06054500	1972-12-27							4750	A
USGS	06054500	1972-12-28							4580	A
USGS	06054500	1972-12-29							4530	A
USGS	06054500	1972-12-30							4360	A
USGS	06054500	1972-12-31							4340	A
USGS	06054500	1973-01-01							4140	A
USGS	06054500	1973-01-02							4060	A
USGS	06054500	1973-01-03							3540	A
USGS	06054500	1973-01-04							2860	A
USGS	06054500	1973-01-05							2810	A
USGS	06054500	1973-01-06							2990	A
USGS	06054500	1973-01-07							2700	A
USGS	06054500	1973-01-08							2730	A
USGS	06054500	1973-01-09							2520	A
USGS	06054500	1973-01-10							2500	A
USGS	06054500	1973-01-11							2700	A
USGS	06054500	1973-01-12							2920	A
USGS	06054500	1973-01-13							3580	A
USGS	06054500	1973-01-14							3760	A
USGS	06054500	1973-01-15							4500	A
USGS	06054500	1973-01-16							4860	A
USGS	06054500	1973-01-17							4860	A
USGS	06054500	1973-01-18							4770	A
USGS	06054500	1973-01-19							4650	A
USGS	06054500	1973-01-20							4300	A
USGS	06054500	1973-01-21							4060	A
USGS	06054500	1973-01-22							3900	A
USGS	06054500	1973-01-23							3810	A
USGS	06054500	1973-01-24							3770	A
USGS	06054500	1973-01-25							3810	A
USGS	06054500	1973-01-26							3900	A
USGS	06054500	1973-01-27							3800	A
USGS	06054500	1973-01-28							3700	A
USGS	06054500	1973-01-29							3500	A
USGS	06054500	1973-01-30							3600	A
USGS	06054500	1973-01-31							3900	A
USGS	06054500	1973-02-01							3900	A
USGS	06054500	1973-02-02							3940	A
USGS	06054500	1973-02-03							3900	A
USGS	06054500	1973-02-04							3960	A
USGS	06054500	1973-02-05							4060	A
USGS	06054500	1973-02-06							3850	A
USGS	06054500	1973-02-07							3450	A
USGS	06054500	1973-02-08							2920	A
USGS	06054500	1973-02-09							2860	A
USGS	06054500	1973-02-10							2990	A
USGS	06054500	1973-02-11							3450	A
USGS	06054500	1973-02-12							3900	A
USGS	06054500	1973-02-13							4160	A
USGS	06054500	1973-02-14							4160	A
USGS	06054500	1973-02-15							4000	A
USGS	06054500	1973-02-16							3960	A
USGS	06054500	1973-02-17							3960	A
USGS	06054500	1973-02-18							4040	A
USGS	06054500	1973-02-19							4040	A
USGS	06054500	1973-02-20							3980	A
USGS	06054500	1973-02-21							3920	A
USGS	06054500	1973-02-22							3900	A
USGS	06054500	1973-02-23							3940	A
USGS	06054500	1973-02-24							3980	A
USGS	06054500	1973-02-25							4000	A
USGS	06054500	1973-02-26							4220	A
USGS	06054500	1973-02-27							4480	A
USGS	06054500	1973-02-28							5070	A
USGS	06054500	1973-03-01							5120	A
USGS	06054500	1973-03-02							5100	A
USGS	06054500	1973-03-03							4880	A
USGS	06054500	1973-03-04							4540	A
USGS	06054500	1973-03-05							4440	A
USGS	06054500	1973-03-06							4300	A
USGS	06054500	1973-03-07							4200	A
USGS	06054500	1973-03-08							4120	A
USGS	06054500	1973-03-09							4100	A
USGS	06054500	1973-03-10							3960	A
USGS	06054500	1973-03-11							4040	A
USGS	06054500	1973-03-12							3980	A
USGS	06054500	1973-03-13							3920	A
USGS	06054500	1973-03-14							3900	A
USGS	06054500	1973-03-15							3860	A
USGS	06054500	1973-03-16							3850	A
USGS	06054500	1973-03-17							3900	A
USGS	06054500	1973-03-18							4060	A
USGS	06054500	1973-03-19							3980	A
USGS	06054500	1973-03-20							3880	A
USGS	06054500	1973-03-21							3940	A
USGS	06054500	1973-03-22							4120	A
USGS	06054500	1973-03-23							4200	A
USGS	06054500	1973-03-24							4200	A
USGS	06054500	1973-03-25							4120	A
USGS	06054500	1973-03-26							4080	A
USGS	06054500	1973-03-27							4120	A
USGS	06054500	1973-03-28							3940	A
USGS	06054500	1973-03-29							3810	A
USGS	06054500	1973-03-30							3770	A
USGS	06054500	1973-03-31							3740	A
USGS	06054500	1973-04-01							3770	A
USGS	06054500	1973-04-02							3790	A
USGS	06054500	1973-04-03							3830	A
USGS	06054500	1973-04-04							3880	A
USGS	06054500	1973-04-05							4000	A
USGS	06054500	1973-04-06							4400	A
USGS	06054500	1973-04-07							4240	A
USGS	06054500	1973-04-08							4000	A
USGS	06054500	1973-04-09							3800	A
USGS	06054500	1973-04-10							3900	A
USGS	06054500	1973-04-11							4200	A
USGS	06054500	1973-04-12							4500	A
USGS	06054500	1973-04-13							4960	A
USGS	06054500	1973-04-14							5470	A
USGS	06054500	1973-04-15							5510	A
USGS	06054500	1973-04-16							5360	A
USGS	06054500	1973-04-17							5360	A
USGS	06054500	1973-04-18							5320	A
USGS	06054500	1973-04-19							5070	A
USGS	06054500	1973-04-20							4960	A
USGS	06054500	1973-04-21							4670	A
USGS	06054500	1973-04-22							4650	A
USGS	06054500	1973-04-23							4860	A
USGS	06054500	1973-04-24							5210	A
USGS	06054500	1973-04-25							5320	A
USGS	06054500	1973-04-26							5490	A
USGS	06054500	1973-04-27							5560	A
USGS	06054500	1973-04-28							5940	A
USGS	06054500	1973-04-29							6210	A
USGS	06054500	1973-04-30							5940	A
USGS	06054500	1973-05-01							5690	A
USGS	06054500	1973-05-02							5380	A
USGS	06054500	1973-05-03							4730	A
USGS	06054500	1973-05-04							4750	A
USGS	06054500	1973-05-05							5120	A
USGS	06054500	1973-05-06							5380	A
USGS	06054500	1973-05-07							5690	A
USGS	06054500	1973-05-08							6380	A
USGS	06054500	1973-05-09							6330	A
USGS	06054500	1973-05-10							6160	A
USGS	06054500	1973-05-11							5800	A
USGS	06054500	1973-05-12							5490	A
USGS	06054500	1973-05-13							5380	A
USGS	06054500	1973-05-14							5430	A
USGS	06054500	1973-05-15							5600	A
USGS	06054500	1973-05-16							6040	A
USGS	06054500	1973-05-17							6990	A
USGS	06054500	1973-05-18							8120	A
USGS	06054500	1973-05-19							8730	A
USGS	06054500	1973-05-20							9790	A
USGS	06054500	1973-05-21							10900	A
USGS	06054500	1973-05-22							11100	A
USGS	06054500	1973-05-23							9950	A
USGS	06054500	1973-05-24							9180	A
USGS	06054500	1973-05-25							8790	A
USGS	06054500	1973-05-26							9180	A
USGS	06054500	1973-05-27							8970	A
USGS	06054500	1973-05-28							8060	A
USGS	06054500	1973-05-29							7200	A
USGS	06054500	1973-05-30							6140	A
USGS	06054500	1973-05-31							5580	A
USGS	06054500	1973-06-01							5730	A
USGS	06054500	1973-06-02							7510	A
USGS	06054500	1973-06-03							8120	A
USGS	06054500	1973-06-04							7530	A
USGS	06054500	1973-06-05							6830	A
USGS	06054500	1973-06-06							5940	A
USGS	06054500	1973-06-07							5990	A
USGS	06054500	1973-06-08							6620	A
USGS	06054500	1973-06-09							7730	A
USGS	06054500	1973-06-10							9790	A
USGS	06054500	1973-06-11							9920	A
USGS	06054500	1973-06-12							9030	A
USGS	06054500	1973-06-13							8060	A
USGS	06054500	1973-06-14							7640	A
USGS	06054500	1973-06-15							8430	A
USGS	06054500	1973-06-16							9240	A
USGS	06054500	1973-06-17							9300	A
USGS	06054500	1973-06-18							9630	A
USGS	06054500	1973-06-19							8910	A
USGS	06054500	1973-06-20							7400	A
USGS	06054500	1973-06-21							6100	A
USGS	06054500	1973-06-22							5900	A
USGS	06054500	1973-06-23							6000	A
USGS	06054500	1973-06-24							6100	A
USGS	06054500	1973-06-25							6100	A
USGS	06054500	1973-06-26							5900	A
USGS	06054500	1973-06-27							6000	A
USGS	06054500	1973-06-28							6000	A
USGS	06054500	1973-06-29							6900	A
USGS	06054500	1973-06-30							8400	A
USGS	06054500	1973-07-01							8340	A
USGS	06054500	1973-07-02							7760	A
USGS	06054500	1973-07-03							6910	A
USGS	06054500	1973-07-04							5990	A
USGS	06054500	1973-07-05							5450	A
USGS	06054500	1973-07-06							5070	A
USGS	06054500	1973-07-07							4730	A
USGS	06054500	1973-07-08							4400	A
USGS	06054500	1973-07-09							4040	A
USGS	06054500	1973-07-10							3760	A
USGS	06054500	1973-07-11							3330	A
USGS	06054500	1973-07-12							2920	A
USGS	06054500	1973-07-13							2880	A
USGS	06054500	1973-07-14							2600	A
USGS	06054500	1973-07-15							2420	A
USGS	06054500	1973-07-16							2300	A
USGS	06054500	1973-07-17							2190	A
USGS	06054500	1973-07-18							2060	A
USGS	06054500	1973-07-19							1990	A
USGS	06054500	1973-07-20							1810	A
USGS	06054500	1973-07-21							1820	A
USGS	06054500	1973-07-22							1900	A
USGS	06054500	1973-07-23							2030	A
USGS	06054500	1973-07-24							2120	A
USGS	06054500	1973-07-25							2200	A
USGS	06054500	1973-07-26							2180	A
USGS	06054500	1973-07-27							2200	A
USGS	06054500	1973-07-28							2250	A
USGS	06054500	1973-07-29							2190	A
USGS	06054500	1973-07-30							2120	A
USGS	06054500	1973-07-31							2090	A
USGS	06054500	1973-08-01							2040	A
USGS	06054500	1973-08-02							1890	A
USGS	06054500	1973-08-03							1780	A
USGS	06054500	1973-08-04							1900	A
USGS	06054500	1973-08-05							2090	A
USGS	06054500	1973-08-06							2180	A
USGS	06054500	1973-08-07							2230	A
USGS	06054500	1973-08-08							2120	A
USGS	06054500	1973-08-09							2060	A
USGS	06054500	1973-08-10							1950	A
USGS	06054500	1973-08-11							1930	A
USGS	06054500	1973-08-12							1910	A
USGS	06054500	1973-08-13							1900	A
USGS	06054500	1973-08-14							1900	A
USGS	06054500	1973-08-15							1880	A
USGS	06054500	1973-08-16							1850	A
USGS	06054500	1973-08-17							1810	A
USGS	06054500	1973-08-18							1780	A
USGS	06054500	1973-08-19							1760	A
USGS	06054500	1973-08-20							1790	A
USGS	06054500	1973-08-21							1720	A
USGS	06054500	1973-08-22							1680	A
USGS	06054500	1973-08-23							1700	A
USGS	06054500	1973-08-24							1840	A
USGS	06054500	1973-08-25							1940	A
USGS	06054500	1973-08-26							2160	A
USGS	06054500	1973-08-27							2180	A
USGS	06054500	1973-08-28							2150	A
USGS	06054500	1973-08-29							2080	A
USGS	06054500	1973-08-30							2110	A
USGS	06054500	1973-08-31							2040	A
